Query ID,Query Text,Query Type,Method,Rank,Chunk ID,Chunk Text,Similarity,Source,Relevance
Q011,Find GDPR requirements for data security,standard,HYBRID,6,234,"Member States shall notify such provisions to the Commission. 6. The controller or processor shall document the assessment as well as the suitable safeg uards refer red to in the second subparagraph of paragraph 1 of this Article in the records referred to in Article 30. Article 50 Inter national cooperation for the protection of personal data In relation to third countr ies and internatio nal organisations, the Commission and super visor y author ities shall take appropr iate steps to: (a) develop internati onal cooperation mec hanisms to facilitate the effective enforcement of legislation for the prot ection of personal data; (b) provide internati onal mutual assistance in the enforcement of legislation for the protection of personal data, including through notification, compl aint referral, investigative assistance and information exchange , subject to appropr iate safeg uards for the protection of personal data and other fundamental rights and freedoms; (c) engag e relevant stake holders in discussion and activities aimed at further ing international cooperation in the enforcement of legislation for the prote ction of personal data; (d) promote the exchange and documentation of personal data prote ction legislation and practice, including on jurisdic ­ tional conf licts with third countr ies. CHAPTER VI Independent super visor y author ities Section 1 Independent status Article 51 Super visor y author ity 1.",0.483206034,gdpr,
Q011,Find GDPR requirements for data security,standard,HYBRID,7,167,"In such cases the controller shall take appropr iate measures to protect the data subject's rights and freedoms and legitimate interests, including making the information publicly available; (c) obtaining or disclosure is expressly laid down by Union or Member State law to which the controller is subject and which provides appropr iate measures to prote ct the data subject's legitimate interests; or (d) where the personal data must remain conf idential subject to an oblig ation of professiona l secrecy regulate d by Union or Member State law, including a statut ory obligation of secrecy . 4.5.2016 L 119/42 Official Jour nal of the European Union EN Article 15 Right of access by the data subject 1.",0.479176462,gdpr,
Q011,Find GDPR requirements for data security,standard,HYBRID,8,20,"This may leave traces which, in particular when combined with unique identifiers and other information received by the servers, may be used to creat e profiles of the natural persons and identify them. (31) Public author ities to which personal data are disclosed in accordance with a legal oblig ation for the exer cise of their official mission, such as tax and customs author ities, financial investig ation units, independent adminis ­ trative author ities, or financial mark et author ities responsible for the regulation and super vision of secur ities mark ets should not be regar ded as recipients if they receive personal data whic h are necessar y to carry out a particular inquir y in the general inter est, in accordance with Union or Member State law. The requests for disclosure sent by the public author ities should alwa ys be in writing, reasoned and occasional and should not concer n the entirety of a filing system or lead to the interconnection of filing systems. The processing of personal data by those public author ities should compl y with the applicable data-protection rules according to the purposes of the processing. (32) Consent should be given by a clear affirmative act establishing a freely given, specifi c, informed and unambiguous indication of the data subject's agreement to the processing of personal data relating to him or her, such as by a written state ment, including by electronic means, or an oral statement.",0.479129702,gdpr,
Q012,What are the compliance monitoring procedures?,standard,VECTOR,1,208,"In addition to adherence by controllers or processors subject to this Regulation, codes of conduct appro ved pursuant to paragraph 5 of this Article and having general validity pursuant to paragraph 9 of this Article may also be adhered to by controllers or processors that are not subject to this Regulation pursuant to Article 3 in order to provide appropr iate safeg uards within the framew ork of personal data transfer s to third countr ies or international orga nisations under the term s referred to in point (e) of Article 46(2). Such controllers or processors shall make binding and enforceable commitments, via contractual or other legally binding instr uments, to apply those appropr iate safeguards including with regar d to the rights of data subjects. 4. A code of conduct referred to in paragraph 2 of this Article shall contain mech anisms whic h enable the body referred to in Article 41(1) to carry out the mandat ory monitoring of compliance with its provisions by the controllers or processors whic h under take to apply it, without prejudice to the tasks and powers of super visor y author ities compet ent pursuant to Article 55 or 56. 5. Associations and other bodies refer red to in paragraph 2 of this Article whic h intend to prepare a code of conduct or to amend or exte nd an existing code shall submit the draf t code, amendment or extension to the super visor y author ity which is compet ent pursuant to Article 55.",0.540400743,gdpr,
Q012,What are the compliance monitoring procedures?,standard,VECTOR,2,64,"Risk should be evaluated on the basis of an objective assessment, by which it is established whether data processing operations involve a risk or a high risk. (77) Guidance on the implementation of appropr iate measures and on the demonstration of compliance by the controller or the processor , especially as regards the identif ication of the risk relat ed to the processing, their assessment in term s of origin, nature, likelihood and sever ity, and the identification of best practices to mitig ate the risk, could be provided in particular by means of appro ved codes of conduct, appro ved certifications, guidelines provided by the Board or indications provided by a data protection officer . The Board may also issue guidelines on processing operations that are considered to be unlikely to result in a high risk to the rights and freedoms of natural persons and indicate what measures may be suffi cient in such cases to address such risk. (78) The prote ction of the rights and freedoms of natural persons with regard to the processing of personal data require that appropr iate technical and organisational measures be taken to ensure that the requirements of this Regulation are met. In order to be able to demonstrate compliance with this Regulation, the controller should adopt internal policies and implement measures which meet in particular the principles of data prot ection by design and data protection by defa ult.",0.533066452,gdpr,
Q012,What are the compliance monitoring procedures?,standard,VECTOR,3,20,"We process information we have associated with you and apply automated processing techniques and, in some instances, conduct manual (human) review to: Verify accounts and activity, Find and address violations of our terms or policies.",0.532834291,Meta Privacy Policy,
Q012,What are the compliance monitoring procedures?,standard,VECTOR,4,205,"The data prot ection officer shall be bound by secrecy or conf identiality concer ning the perf ormance of his or her tasks, in accordance with Union or Member State law. 6. The data prote ction officer may fulfil other tasks and duties. The controller or processor shall ensure that any such tasks and duties do not result in a conf lict of interests. Article 39 Tasks of the data protection officer 1. The data protection officer shall have at least the following tasks: (a) to inform and advise the controller or the processor and the employees who carry out processing of their oblig ations pursuant to this Regulation and to other Union or Member State data prote ction provisions; (b) to monitor compliance with this Regulation, with other Union or Member State data prote ction provisions and with the policies of the controller or processor in relation to the prote ction of personal data, including the assignment of responsibilities, awareness-raising and training of staff involved in processing operations, and the relat ed audits; (c) to provide advice where request ed as rega rds the data prot ection impact assessment and monitor its perf ormance pursuant to Article 35; (d) to cooperate with the super visor y author ity; (e) to act as the contact point for the super visor y author ity on issues relating to processing, including the prior consultation refer red to in Article 36, and to consult, where appropr iate, with regar d to any other matter . 2.",0.51548475,gdpr,
Q012,What are the compliance monitoring procedures?,standard,VECTOR,5,16698,Must delete covered biometric information and destroy any AI models or algorithms derived from that information (also called model disgorgement). Rite Aid also must notify any third parties with these data or models and instruct them to do the same. 3\\. Must establish and implement an Automated Biometric Security or Surveillance System Monitoring Program if Rite Aid continues to use the FRT surveillance system in their stores after the 5-year ban or if they want to use another Automated Biometric Security or Surveillance System not subject to the ban.. (Requirements for the monitoring program start on p. 7 of the order.) 4\\. Must establish and implement procedures to provide consumers with notice and a means for submitting complaints related to the outputs of the AI system if Rite Aid continues to use the FRT surveillance system in their stores after the 5-year ban or if they want to use another Automated Biometric Security or Surveillance System not subject to the ban. (Requirements for the notice and complaint procedures start on p. 13 of the order.) 5\\. Must have retention limits for its biometric data prior to implementing any Automated Biometric Security or Surveillance System. 6\\. Must post clear and conspicuous notices at the retail locations and online platforms disclosing the company's use of any Automated Biometric Security or Surveillance System that uses biometric information collected from consumers. The notices must contain information about: a.,0.505142808,reports,
Q012,What are the compliance monitoring procedures?,standard,VECTOR,6,89,"They should relate in particular to compliance with the general principles relating to personal data processing, the principles of data prot ection by design and by default. Transf ers may also be carried out by public author ities or bodies with public author ities or bodies in third countr ies or with internati onal organisations with corresponding duties or functions, including on the basis of provisions to be inser ted into administrative arrange ments, such as a memorandum of understanding, providing for enforceable and effective rights for data subjects.",0.499987155,gdpr,
Q012,What are the compliance monitoring procedures?,standard,VECTOR,7,16703,"Provision 3 in the stipulated order can serve as a compliance checklist for companies looking to implement ""automated biometric security or surveillance systems"" or similar AI technology that makes automated decisions about consumers. In particular, the FTC is concerned about the risks of ""physical, financial, or reputational harm to consumers"" (including stigma and severe emotional distress) and states that these risk assessments should not only identify and address risks, but also consider if there will be a disproportionate impact on consumers based on race, ethnicity, gender, sex, age, or disability, alone or in combination. Ensure that your company has a strong training program for employees operating high risk AI systems. Employees tasked with operating and/or acting on outputs from AI, like Rite Aid's FRT surveillance system, should undergo regular training and understand the limitations of the technology. The FTC's complaint details how the in-store employees should have been trained on: - how to evaluate the quality of the images enrolled into the model, - how to visually compare the images (as the human operator) to see if their assessment agrees with the AI's outcome, and - how to understand the effects of bias that might be inherent in the data and model. Companies should be transparent about any use of AI that involves consumer personal information, especially biometric data.",0.489726752,reports,
Q012,What are the compliance monitoring procedures?,standard,VECTOR,8,86,"In particular , the third countr y's accession to the Council of Europe Convention of 28 Januar y 1981 for the Protection of Individuals with regard to the Automatic Processing of Personal Data and its Additional Protocol should be take n into account. The Commission should consult the Board when assessing the level of prot ection in third countr ies or internati onal organisations. (106) The Commission should monitor the functioning of decisions on the level of protection in a third countr y, a territory or specified sector within a third countr y, or an intern ational organisation, and monitor the functioning of decisions adopt ed on the basis of Article 25(6) or Article 26(4) of Directive 95/46/EC. In its adequacy decisions, the Commission should provide for a periodic review mechanism of their functioning. That periodic review should be conducted in consultation with the third countr y or intern ational organisation in question and take into account all relevant developments in the third countr y or intern ational organisati on. For the purposes of monitoring and of carrying out the periodic reviews, the Commission should take into consideration the views and findings of the European Parliament and of the Council as well as of other relevant bodies and sources.",0.487468421,gdpr,
Q012,What are the compliance monitoring procedures?,standard,GRAPH,1,Art94_clause,""" "" provides information on the operational guidelines law enforcement needs to follow.""How do we respond to legal requests, prevent harm and promote safety and integrity?"" Information for Law Enforcement AuthoritiesThe categories of information depend on the specific circumstances of each mandatory request or obligation",0.513543129,Company Documents,
Q012,What are the compliance monitoring procedures?,standard,GRAPH,2,Art64_clause,"In some cases, the decisions we make about violations are reviewed by the , Investigate suspicious activity, Detect, prevent and combat harmful or unlawful behavior, such as to review and, in some cases, remove content reported to us, Identify and combat disparities and racial bias against historically marginalized communities, Protect the life, physical or mental health, well-being or integrity of our users or others,Oversight Board:Your activity and information you provide: Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voiceenabled features Messages you send and receive, including their content, subject to applicable law Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 19/36 Detect and prevent spam, other security matters and other bad experiences, Detect and stop threats to our personnel and property, and Maintain the integrity of our Products",0.46055001,Company Documents,
Q012,What are the compliance monitoring procedures?,standard,GRAPH,3,Art15_clause,"If we need it for other legitimate purposes, such as to prevent harm; investigate possible violations of our terms or policies; promote safety, security and integrity; or protect ourselves, including our rights, property or productsLearn more See some examples In some instances and for specific reasons, we'll keep information for an extended period of time",0.403914571,Company Documents,
Q012,What are the compliance monitoring procedures?,standard,GRAPH,4,Art7_clause,"We use information we have to: See if a product is working correctly, Troubleshoot and fix it when it's not, Test out new products and features to see if they work, Get feedback on our ideas for products or features, and Conduct surveys and other research about what you like about our Products and brands and what we can do better.Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products Your photo or video selfie if you provide it when you contact us for account support Friends, followers and other connections : App, browser and device information Device characteristics and device software What you're doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users' Device signals Information you've shared through your device settings Location-related information11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 18/36 Information about the network you connect your device to, including your Information from cookies and similar technologiesIP address Information from partners, vendors and third parties Promoting safety, integrity and security on and across the Meta Products: The Meta Products are designed to research and help ensure the safety, integrity and security of those services and those people who enjoy them, on and off Meta Products",0.379200816,Company Documents,
Q012,What are the compliance monitoring procedures?,standard,GRAPH,5,Art88_clause,"However, depending on the circumstances it could include the following: :Your activity and information you provide Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voiceenabled features Messages you send and receive, including their content, subject to applicable law11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 34/36 Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products Your photo or video selfie if you provide it when you contact us for account support Friends, followers and other connections : App, browser and device information Device characteristics and device software What you're doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users' Device signals Information you've shared through your device settings Location-related information11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 35/36 Information about the network you connect your device to, including your IP address Information from cookies and similar technologies Information from partners, vendors and third parties11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 36/36",0.324590147,Company Documents,
Q012,What are the compliance monitoring procedures?,standard,GRAPH,6,Art4_clause,"ATTN: Privacy Operations 1601 Willow Road Menlo Park, CA 94025 Why and how we process your information h ififi dhdhifii d11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 14/36 The categories of information we use, and why and how information is processed, are set out below: Why and how we process your informationInformation categories we use (see ' ' for more information on each information category) The actual information we use depends on your factual circumstances, but could include any of the following:What Information do we collect",0.315541267,Company Documents,
Q012,What are the compliance monitoring procedures?,standard,GRAPH,7,Art84_clause,"For instance, if you access or use our Products for commercial or business purposes, such as buying ads, selling products, developing apps, managing a group or Page for your business,11/20/25, 12:41 PM Meta Terms of Service https://www.facebook.com/terms.php?utm_source=chatgpt.com 12/15 or using our measurement services, you must agree to our",0.284781277,Company Documents,
Q012,What are the compliance monitoring procedures?,standard,GRAPH,8,Art73_clause,"Effective June 16, 2025 | | View printable versionSee previous versions Read the for more details about how we handle Personal Information and how to exercise your rights.United States Regional Privacy Notice Highlights We at Meta want you to understand what information we collect, and how we use and share it",0.283517212,Company Documents,
Q012,What are the compliance monitoring procedures?,standard,HYBRID,1,208,"In addition to adherence by controllers or processors subject to this Regulation, codes of conduct appro ved pursuant to paragraph 5 of this Article and having general validity pursuant to paragraph 9 of this Article may also be adhered to by controllers or processors that are not subject to this Regulation pursuant to Article 3 in order to provide appropr iate safeg uards within the framew ork of personal data transfer s to third countr ies or international orga nisations under the term s referred to in point (e) of Article 46(2). Such controllers or processors shall make binding and enforceable commitments, via contractual or other legally binding instr uments, to apply those appropr iate safeguards including with regar d to the rights of data subjects. 4. A code of conduct referred to in paragraph 2 of this Article shall contain mech anisms whic h enable the body referred to in Article 41(1) to carry out the mandat ory monitoring of compliance with its provisions by the controllers or processors whic h under take to apply it, without prejudice to the tasks and powers of super visor y author ities compet ent pursuant to Article 55 or 56. 5. Associations and other bodies refer red to in paragraph 2 of this Article whic h intend to prepare a code of conduct or to amend or exte nd an existing code shall submit the draf t code, amendment or extension to the super visor y author ity which is compet ent pursuant to Article 55.",0.540400743,gdpr,
Q012,What are the compliance monitoring procedures?,standard,HYBRID,2,64,"Risk should be evaluated on the basis of an objective assessment, by which it is established whether data processing operations involve a risk or a high risk. (77) Guidance on the implementation of appropr iate measures and on the demonstration of compliance by the controller or the processor , especially as regards the identif ication of the risk relat ed to the processing, their assessment in term s of origin, nature, likelihood and sever ity, and the identification of best practices to mitig ate the risk, could be provided in particular by means of appro ved codes of conduct, appro ved certifications, guidelines provided by the Board or indications provided by a data protection officer . The Board may also issue guidelines on processing operations that are considered to be unlikely to result in a high risk to the rights and freedoms of natural persons and indicate what measures may be suffi cient in such cases to address such risk. (78) The prote ction of the rights and freedoms of natural persons with regard to the processing of personal data require that appropr iate technical and organisational measures be taken to ensure that the requirements of this Regulation are met. In order to be able to demonstrate compliance with this Regulation, the controller should adopt internal policies and implement measures which meet in particular the principles of data prot ection by design and data protection by defa ult.",0.533066452,gdpr,
Q012,What are the compliance monitoring procedures?,standard,HYBRID,3,20,"We process information we have associated with you and apply automated processing techniques and, in some instances, conduct manual (human) review to: Verify accounts and activity, Find and address violations of our terms or policies.",0.532834291,Meta Privacy Policy,
Q012,What are the compliance monitoring procedures?,standard,HYBRID,4,205,"The data prot ection officer shall be bound by secrecy or conf identiality concer ning the perf ormance of his or her tasks, in accordance with Union or Member State law. 6. The data prote ction officer may fulfil other tasks and duties. The controller or processor shall ensure that any such tasks and duties do not result in a conf lict of interests. Article 39 Tasks of the data protection officer 1. The data protection officer shall have at least the following tasks: (a) to inform and advise the controller or the processor and the employees who carry out processing of their oblig ations pursuant to this Regulation and to other Union or Member State data prote ction provisions; (b) to monitor compliance with this Regulation, with other Union or Member State data prote ction provisions and with the policies of the controller or processor in relation to the prote ction of personal data, including the assignment of responsibilities, awareness-raising and training of staff involved in processing operations, and the relat ed audits; (c) to provide advice where request ed as rega rds the data prot ection impact assessment and monitor its perf ormance pursuant to Article 35; (d) to cooperate with the super visor y author ity; (e) to act as the contact point for the super visor y author ity on issues relating to processing, including the prior consultation refer red to in Article 36, and to consult, where appropr iate, with regar d to any other matter . 2.",0.51548475,gdpr,
Q012,What are the compliance monitoring procedures?,standard,HYBRID,5,16698,Must delete covered biometric information and destroy any AI models or algorithms derived from that information (also called model disgorgement). Rite Aid also must notify any third parties with these data or models and instruct them to do the same. 3\\. Must establish and implement an Automated Biometric Security or Surveillance System Monitoring Program if Rite Aid continues to use the FRT surveillance system in their stores after the 5-year ban or if they want to use another Automated Biometric Security or Surveillance System not subject to the ban.. (Requirements for the monitoring program start on p. 7 of the order.) 4\\. Must establish and implement procedures to provide consumers with notice and a means for submitting complaints related to the outputs of the AI system if Rite Aid continues to use the FRT surveillance system in their stores after the 5-year ban or if they want to use another Automated Biometric Security or Surveillance System not subject to the ban. (Requirements for the notice and complaint procedures start on p. 13 of the order.) 5\\. Must have retention limits for its biometric data prior to implementing any Automated Biometric Security or Surveillance System. 6\\. Must post clear and conspicuous notices at the retail locations and online platforms disclosing the company's use of any Automated Biometric Security or Surveillance System that uses biometric information collected from consumers. The notices must contain information about: a.,0.505142808,reports,
Q012,What are the compliance monitoring procedures?,standard,HYBRID,6,89,"They should relate in particular to compliance with the general principles relating to personal data processing, the principles of data prot ection by design and by default. Transf ers may also be carried out by public author ities or bodies with public author ities or bodies in third countr ies or with internati onal organisations with corresponding duties or functions, including on the basis of provisions to be inser ted into administrative arrange ments, such as a memorandum of understanding, providing for enforceable and effective rights for data subjects.",0.499987155,gdpr,
Q012,What are the compliance monitoring procedures?,standard,HYBRID,7,16703,"Provision 3 in the stipulated order can serve as a compliance checklist for companies looking to implement ""automated biometric security or surveillance systems"" or similar AI technology that makes automated decisions about consumers. In particular, the FTC is concerned about the risks of ""physical, financial, or reputational harm to consumers"" (including stigma and severe emotional distress) and states that these risk assessments should not only identify and address risks, but also consider if there will be a disproportionate impact on consumers based on race, ethnicity, gender, sex, age, or disability, alone or in combination. Ensure that your company has a strong training program for employees operating high risk AI systems. Employees tasked with operating and/or acting on outputs from AI, like Rite Aid's FRT surveillance system, should undergo regular training and understand the limitations of the technology. The FTC's complaint details how the in-store employees should have been trained on: - how to evaluate the quality of the images enrolled into the model, - how to visually compare the images (as the human operator) to see if their assessment agrees with the AI's outcome, and - how to understand the effects of bias that might be inherent in the data and model. Companies should be transparent about any use of AI that involves consumer personal information, especially biometric data.",0.489726752,reports,
Q012,What are the compliance monitoring procedures?,standard,HYBRID,8,86,"In particular , the third countr y's accession to the Council of Europe Convention of 28 Januar y 1981 for the Protection of Individuals with regard to the Automatic Processing of Personal Data and its Additional Protocol should be take n into account. The Commission should consult the Board when assessing the level of prot ection in third countr ies or internati onal organisations. (106) The Commission should monitor the functioning of decisions on the level of protection in a third countr y, a territory or specified sector within a third countr y, or an intern ational organisation, and monitor the functioning of decisions adopt ed on the basis of Article 25(6) or Article 26(4) of Directive 95/46/EC. In its adequacy decisions, the Commission should provide for a periodic review mechanism of their functioning. That periodic review should be conducted in consultation with the third countr y or intern ational organisation in question and take into account all relevant developments in the third countr y or intern ational organisati on. For the purposes of monitoring and of carrying out the periodic reviews, the Commission should take into consideration the views and findings of the European Parliament and of the Council as well as of other relevant bodies and sources.",0.487468421,gdpr,
Q013,Show me cookie usage policies,standard,VECTOR,1,b748e4338573045b,"Cookies Policy What are cookies, and what does this policy cover? Effective December 12, 2023 | | View printable versionSee previous versions Cookies are small pieces of text used to store information on web browsers. Cookies are used to store and receive identifiers and other information on computers, phones and other devices. Other technologies, including data that we store on your web browser or device, identifiers associated with your device and other software, are used for similar purposes. In this policy, we refer to all of these technologies as ""cookies"". We use cookies if you have a Facebook or Instagram account, use the , including our website and apps, or visit other websites and apps that use the Meta Products (including the Like button). Cookies enable Meta to offer the Meta Products to you and to understand the information that we receive about you, including information about your use of other websites and apps, whether or not you are registered or logged in.Meta Products This policy explains how we use cookies and the choices you have. Except as otherwise stated in this policy, the will apply to our processing of the data that we collect via cookies.Privacy Policy Why do we use cookies? Cookies help us provide, protect and improve the Meta Products, such as by personalising content, tailoring and measuring ads, and providing a safer experience.",0.649878085,Meta Cookies Policy,
Q013,Show me cookie usage policies,standard,VECTOR,2,13846,"Information collected may depend on the type of device you use and its settings. * _Cookies_: We use cookies to operate and administer our Services, and improve your experience on it. A ""cookie"" is a piece of information sent to your browser by a website you visit. You can set your browser to accept all cookies, to reject all cookies, or to notify you whenever a cookie is offered so that you can decide each time whether to accept it. However, refusing a cookie may in some cases preclude you from using, or negatively affect the display or function of, a website or certain areas or features of a website. For more details on cookies please visit [All About Cookies](https://allaboutcookies.org/). * _Analytics_: We may use a variety of online analytics products that use cookies to help us analyze how users use our Services and enhance your experience when you use the Services. 2\\.",0.647018671,reports,
Q013,Show me cookie usage policies,standard,VECTOR,3,3,"To understand how other companies use cookies, please review their policies. How can you control your Information? We use cookies to help personalise and improve content and services, provide a safer experience and to show you useful and relevant ads on and off Meta Products. You can control how we use data to show you ads and more by using the tools described below. If you have a Facebook account If you have an Instagram account Everyone More information about online advertising Browser cookie controls11/20/25, 12:41 PM Meta Cookies Policy | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policies/cookies/?utm_source=chatgpt.com 3/3",0.646893084,Meta Cookies Policy,
Q013,Show me cookie usage policies,standard,VECTOR,4,1,"Cookies help us provide, protect and improve the Meta Products, such as by personalising content, tailoring and measuring ads, and providing a safer experience. The cookies that we use include session cookies, which are deleted when you close your browser, and persistent cookies, which stay in your browser until they expire or you delete them. The cookies we may change over time as we improve and update Meta Products, we typically use them for the following purposes:use and how we use them Authentication Security, site and product integrity11/20/25, 12:41 PM Meta Cookies Policy | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policies/cookies/?utm_source=chatgpt.com 1/3 Advertising, recommendations, insights and measurement Site features and services Performance Analytics and research Third-party websites and apps Where do we use cookies? We may place cookies on your computer or device and receive information stored in cookies when you use or visit: The ; Products provided by other members of the ; and Websites and apps provided by other companies that use the Meta Products, including companies that incorporate Meta technologies into their websites and apps. Meta uses cookies and receives information when you visit those sites and apps, including and information about your activity, without any further action from you.",0.580399334,Meta Cookies Policy,
Q013,Show me cookie usage policies,standard,VECTOR,5,2,"Meta uses cookies and receives information when you visit those sites and apps, including and information about your activity, without any further action from you. This occurs whether or not you have a Facebook or Instagram account or are logged in.Meta Products Meta Companies device information Do other Companies use cookies in connection with the Meta Products? Yes, other companies use cookies on the Meta Products to provide advertising, measurement, marketing and analytics services to us, and to provide certain features and improve our services for you. For example, other companies' cookies help tailor ads off of Meta Products, measure their performance and effectiveness and support marketing and analytics. Certain features on11/20/25, 12:41 PM Meta Cookies Policy | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policies/cookies/?utm_source=chatgpt.com 2/3 the Meta Products use cookies from other companies to function, for example, certain maps, payment and security features. about the companies that use cookies on the Meta Products.Learn more Third party companies also use cookies on their own sites and apps in connection with the Meta Products. To understand how other companies use cookies, please review their policies. How can you control your Information?",0.529957056,Meta Cookies Policy,
Q013,Show me cookie usage policies,standard,VECTOR,6,10473,"The move was widely criticized, as was news that, if users opted in and wanted to remove the miner later, the process was [incredibly difficult](https://www.theregister.com/2022/01/05/norton_360_cryptominer_deletion/). Those looking for an open-source alternative to I don't care about cookies should check out [Consent-o-Matic](https://github.com/cavi-au/Consent-O-Matic), a similar product available for most Chromium-based browsers, Firefox and Safari that allows users to set cookie preferences once that the app follows from then on. | title: GPT-3 'prompt injection' attack causes bot bad manners | url: https://www.theregister.com/2022/09/19/in_brief_security/ Row 2243: _id: 63b3d7e5d4f686c7f9c1b36d | authors: Sarah Andersen | date_downloaded: 2023-01-01T00:00:00Z | date_modified: 2023-01-01T00:00:00Z | date_published: 2022-12-31T00:00:00Z | date_submitted: 2023-01-01T00:00:00Z | epoch_date_published: 1672444800 | epoch_date_submitted: 1672531200 | image_url: https://static01.nyt.com/images/2022/12/30/autossell/30Andersen-FirstFrame/30Andersen-FirstFrame-facebookJumbo.jpg | language: en | report_number: 2427 | source_domain: nytimes.com | submitters: Daniel Atherton | text: At 19, when I began drafting my webcomic, I had just been flung into adulthood. I felt a little awkward, a little displaced. The glittering veneer of social media, which back then was mostly Facebook, told me that everyone around me had their lives together while I felt like a withering ball of mediocrity.",0.523342431,reports,
Q013,Show me cookie usage policies,standard,VECTOR,7,13847,"For more details on cookies please visit [All About Cookies](https://allaboutcookies.org/). * _Analytics_: We may use a variety of online analytics products that use cookies to help us analyze how users use our Services and enhance your experience when you use the Services. 2\\. How we use personal information ----------------------------------- We may use Personal Information for the following purposes: * To provide, administer, maintain and/or analyze the Services; * To improve our Services and conduct research; * To communicate with you; * To develop new programs and services; * To prevent fraud, criminal activity, or misuses of our Services, and to ensure the security of our IT systems, architecture, and networks; and * To comply with legal obligations and legal process and to protect our rights, privacy, safety, or property, and/or that of our affiliates, you, or other third parties. **Aggregated or De-Identified Information**. We may aggregate or de-identify Personal Information and use the aggregated information to analyze the effectiveness of our Services, to improve and add features to our Services, to conduct research and for other similar purposes. In addition, from time to time, we may analyze the general behavior and characteristics of users of our Services and share aggregated information like general user statistics with third parties, publish such aggregated information or make such aggregated information generally available.",0.502018631,reports,
Q013,Show me cookie usage policies,standard,VECTOR,8,27,"See the for more information. Cookies Policy Sharing your contact, profile or other information with third parties upon your request: The type of third party and categories of information shared depend on the circumstances of what you ask us to share. For example: We share your email (or other contact information) or other information you might choose when you direct us to share it with an advertiser so they can contact you with additional information about a promoted product, and If you choose to integrate other apps, games or websites with Meta Products and log in, we'll share your information with the app, game or website to log you in.:Your activity and information you provide Information such as your contact or profile information Content you create, like posts or comments Providing measurement, analytics and business services: Our systems automatically, as well as with some manual (human) processing, process information we have collected and stored about you and others.",0.495643944,Meta Privacy Policy,
Q013,Show me cookie usage policies,standard,GRAPH,1,Art25_clause,"Take control Manage the information we collect about you Privacy Center How do we use your information?11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 3/36 Highlights 0:00 / 1:34 We use to provide a personalized experience to you, including ads, along with the other purposes we explain in detail below.information we collect For some of these purposes, we use information and",0.352119178,Company Documents,
